,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,,,,,,County Jurisdiction,"JULIÁN CASTRO
(DEM) ",,"MICHAEL A. ELLINGER
(DEM) ",,,"ELIZABETH WARREN
(DEM) ",,"MARIANNE WILLIAMSON
(DEM) ",,,"ANDREW YANG
(DEM) ",,"ROQUE ""ROCKY"" DE LA FUENTE III
(DEM) ",,"JOHN K. DELANEY
(DEM) ",,"AMY KLOBUCHAR
(DEM) ",,"BERNIE SANDERS
(DEM) ",,"JOE SESTAK
(DEM) ",,"TOM STEYER
(DEM) ",,"DEVAL PATRICK
(DEM) ",,"MICHAEL BENNET
(DEM) ",,"MICHAEL R. BLOOMBERG
(DEM) ",,"MOSIE BOYD
(DEM) ",,"CORY BOOKER
(DEM) ",,"PETE BUTTIGIEG
(DEM) ",,"JOSEPH R. BIDEN
(DEM) ",,"TULSI GABBARD
(DEM) ",,"MARK STEWART GREENSTEIN
(DEM) ",,"Write-in
 ",,Total Votes
C08S16A33E1B1SVUUNI0083,0,0,,0,0,C08S16A33E1B1SVUUNI0083,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0084,0,1,,0,0,C08S16A33E1B1SVUUNI0084,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0085,0,2,,0,0,C08S16A33E1B1SVUUNI0085,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0086,0,0,,0,0,C08S16A33E1B1SVUUNI0086,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0087,0,0,,0,0,C08S16A33E1B1SVUUNI0087,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0088,0,13,,0,0,C08S16A33E1B1SVUUNI0088,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0089,20,150,,2,0,C08S16A33E1B1SVUUNI0089,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,33.33%,1,5.56%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,11.11%,9,50.00%,0,0.00%,0,0.00%,0,0.00%,18
C08S16A33E1B1SVUUNI0090,66,499,,5,0,C08S16A33E1B1SVUUNI0090,0,0.00%,0,,0.00%,7,11.48%,0,,0.00%,1,1.64%,0,0.00%,0,0.00%,2,3.28%,28,45.90%,0,0.00%,3,4.92%,1,1.64%,0,0.00%,3,4.92%,0,0.00%,0,0.00%,2,3.28%,14,22.95%,0,0.00%,0,0.00%,0,0.00%,61
C08S16A33E1B1SVUUNI0091,7,42,,2,0,C08S16A33E1B1SVUUNI0091,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,60.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,20.00%,0,0.00%,0,0.00%,0,0.00%,1,20.00%,0,0.00%,0,0.00%,0,0.00%,5
C08S16A33E1B1SVUUNI0092,2,20,,****,****,C08S16A33E1B1SVUUNI0092,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1SVUUNI0093,21,219,,0,0,C08S16A33E1B1SVUUNI0093,0,0.00%,0,,0.00%,1,4.76%,0,,0.00%,1,4.76%,0,0.00%,0,0.00%,0,0.00%,4,19.05%,0,0.00%,1,4.76%,0,0.00%,0,0.00%,5,23.81%,0,0.00%,0,0.00%,1,4.76%,7,33.33%,1,4.76%,0,0.00%,0,0.00%,21
C08S16A33E1B1SVUUNI0094,0,3,,0,0,C08S16A33E1B1SVUUNI0094,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0095,1,10,,****,****,C08S16A33E1B1SVUUNI0095,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1SVUUNI0096,9,106,,2,0,C08S16A33E1B1SVUUNI0096,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,57.14%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,2,28.57%,0,0.00%,0,0.00%,0,0.00%,7
C08S16A33E1B1SVUUNI0097,87,779,,1,0,C08S16A33E1B1SVUUNI0097,0,0.00%,0,,0.00%,6,6.98%,0,,0.00%,2,2.33%,1,1.16%,0,0.00%,2,2.33%,25,29.07%,0,0.00%,4,4.65%,0,0.00%,1,1.16%,7,8.14%,0,0.00%,0,0.00%,2,2.33%,34,39.53%,2,2.33%,0,0.00%,0,0.00%,86
C08S16A33E1B1SVUUNI0098,0,0,,0,0,C08S16A33E1B1SVUUNI0098,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0099,0,0,,0,0,C08S16A33E1B1SVUUNI0099,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0100,0,1,,0,0,C08S16A33E1B1SVUUNI0100,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0101,36,573,,0,0,C08S16A33E1B1SVUUNI0101,0,0.00%,0,,0.00%,5,13.89%,1,,2.78%,0,0.00%,0,0.00%,0,0.00%,1,2.78%,11,30.56%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,8.33%,0,0.00%,0,0.00%,2,5.56%,13,36.11%,0,0.00%,0,0.00%,0,0.00%,36
C08S16A33E1B1SVUUNI0102,0,0,,0,0,C08S16A33E1B1SVUUNI0102,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0103,0,4,,0,0,C08S16A33E1B1SVUUNI0103,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0104,0,0,,0,0,C08S16A33E1B1SVUUNI0104,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0105,0,0,,0,0,C08S16A33E1B1SVUUNI0105,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1SVUUNI0106,0,0,,0,0,C08S16A33E1B1SVUUNI0106,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1TJUUNI0107,0,0,,0,0,C08S16A33E1B1TJUUNI0107,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1TJUUNI0108,0,0,,0,0,C08S16A33E1B1TJUUNI0108,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1TJUUNI0109,90,735,,6,0,C08S16A33E1B1TJUUNI0109,0,0.00%,1,,1.19%,6,7.14%,1,,1.19%,1,1.19%,0,0.00%,0,0.00%,0,0.00%,19,22.62%,1,1.19%,5,5.95%,2,2.38%,2,2.38%,15,17.86%,0,0.00%,1,1.19%,0,0.00%,29,34.52%,1,1.19%,0,0.00%,0,0.00%,84
C08S16A33E1B1VUHADE0110,0,0,,0,0,C08S16A33E1B1VUHADE0110,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHADE0111,0,0,,0,0,C08S16A33E1B1VUHADE0111,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0112,0,6,,0,0,C08S16A33E1B1VUHUNI0112,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0113,0,0,,0,0,C08S16A33E1B1VUHUNI0113,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0114,0,2,,0,0,C08S16A33E1B1VUHUNI0114,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0115,0,0,,0,0,C08S16A33E1B1VUHUNI0115,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0116,0,1,,0,0,C08S16A33E1B1VUHUNI0116,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0117,0,0,,0,0,C08S16A33E1B1VUHUNI0117,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0118,0,0,,0,0,C08S16A33E1B1VUHUNI0118,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHAPP0119,0,0,,0,0,C08S16A33E1B1VUHAPP0119,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0120,342,"2,029",,18,0,C08S16A33E1B1VUHUNI0120,1,0.31%,1,,0.31%,33,10.19%,2,,0.62%,8,2.47%,0,0.00%,0,0.00%,11,3.40%,86,26.54%,0,0.00%,12,3.70%,1,0.31%,2,0.62%,46,14.20%,0,0.00%,0,0.00%,20,6.17%,99,30.56%,2,0.62%,0,0.00%,0,0.00%,324
C08S16A33E1B1VUHUNI0121,166,"1,446",,8,0,C08S16A33E1B1VUHUNI0121,1,0.63%,0,,0.00%,14,8.86%,0,,0.00%,1,0.63%,0,0.00%,1,0.63%,3,1.90%,45,28.48%,0,0.00%,6,3.80%,0,0.00%,0,0.00%,27,17.09%,0,0.00%,0,0.00%,12,7.59%,47,29.75%,1,0.63%,0,0.00%,0,0.00%,158
C08S16A33E1B1VUHUNI0122,5,31,,****,****,C08S16A33E1B1VUHUNI0122,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1VUHUNI0123,3,110,,****,****,C08S16A33E1B1VUHUNI0123,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1VUHUNI0124,10,76,,1,0,C08S16A33E1B1VUHUNI0124,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,33.33%,0,0.00%,1,11.11%,0,0.00%,0,0.00%,1,11.11%,0,0.00%,0,0.00%,2,22.22%,1,11.11%,1,11.11%,0,0.00%,0,0.00%,9
C08S16A33E1B1VUHUNI0125,11,111,,0,0,C08S16A33E1B1VUHUNI0125,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,54.55%,0,0.00%,1,9.09%,0,0.00%,0,0.00%,4,36.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11
C08S16A33E1B1VUHUNI0126,0,0,,0,0,C08S16A33E1B1VUHUNI0126,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0127,3,51,,****,****,C08S16A33E1B1VUHUNI0127,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1VUHUNI0128,0,0,,0,0,C08S16A33E1B1VUHUNI0128,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1VUHUNI0129,25,102,,1,0,C08S16A33E1B1VUHUNI0129,1,4.17%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,1,4.17%,0,0.00%,0,0.00%,7,29.17%,0,0.00%,1,4.17%,0,0.00%,0,0.00%,8,33.33%,0,0.00%,0,0.00%,1,4.17%,5,20.83%,0,0.00%,0,0.00%,0,0.00%,24
C08S16A33E1B3AVUUNI0130,9,94,,1,0,C08S16A33E1B3AVUUNI0130,0,0.00%,0,,0.00%,2,25.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,12.50%,0,0.00%,1,12.50%,0,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,8
C08S16A33E1B3AVUUNI0131,0,0,,0,0,C08S16A33E1B3AVUUNI0131,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA40132,51,395,,5,0,C08S16A33E1B3BRUBA40132,0,0.00%,0,,0.00%,5,10.87%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,4.35%,13,28.26%,0,0.00%,3,6.52%,0,0.00%,1,2.17%,5,10.87%,0,0.00%,1,2.17%,2,4.35%,14,30.43%,0,0.00%,0,0.00%,0,0.00%,46
C08S16A33E1B3BRUBA40133,1,13,,****,****,C08S16A33E1B3BRUBA40133,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA40134,1,26,,****,****,C08S16A33E1B3BRUBA40134,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA40135,111,871,,4,0,C08S16A33E1B3BRUBA40135,0,0.00%,0,,0.00%,6,5.61%,0,,0.00%,1,0.93%,1,0.93%,0,0.00%,0,0.00%,37,34.58%,0,0.00%,5,4.67%,0,0.00%,2,1.87%,13,12.15%,1,0.93%,0,0.00%,4,3.74%,36,33.64%,1,0.93%,0,0.00%,0,0.00%,107
C08S16A33E1B3BRUBA10136,39,170,,0,0,C08S16A33E1B3BRUBA10136,0,0.00%,0,,0.00%,2,5.13%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,2.56%,14,35.90%,0,0.00%,3,7.69%,0,0.00%,0,0.00%,9,23.08%,0,0.00%,0,0.00%,0,0.00%,10,25.64%,0,0.00%,0,0.00%,0,0.00%,39
C08S16A33E1B3BRUBA20137,120,808,,7,0,C08S16A33E1B3BRUBA20137,0,0.00%,0,,0.00%,8,7.08%,0,,0.00%,1,0.88%,0,0.00%,0,0.00%,2,1.77%,29,25.66%,0,0.00%,2,1.77%,0,0.00%,1,0.88%,17,15.04%,0,0.00%,0,0.00%,3,2.65%,47,41.59%,2,1.77%,1,0.88%,0,0.00%,113
C08S16A33E1B3BRUBA20138,4,25,,****,****,C08S16A33E1B3BRUBA20138,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA20139,79,488,,4,1,C08S16A33E1B3BRUBA20139,0,0.00%,0,,0.00%,4,5.41%,0,,0.00%,1,1.35%,1,1.35%,0,0.00%,0,0.00%,23,31.08%,1,1.35%,0,0.00%,2,2.70%,0,0.00%,10,13.51%,0,0.00%,1,1.35%,1,1.35%,29,39.19%,1,1.35%,0,0.00%,0,0.00%,74
C08S16A33E1B3BRUBA30140,241,"1,320",,11,1,C08S16A33E1B3BRUBA30140,1,0.44%,0,,0.00%,13,5.68%,0,,0.00%,2,0.87%,1,0.44%,0,0.00%,2,0.87%,55,24.02%,0,0.00%,9,3.93%,0,0.00%,1,0.44%,49,21.40%,0,0.00%,0,0.00%,10,4.37%,84,36.68%,2,0.87%,0,0.00%,0,0.00%,229
C08S16A33E1B3BRUBA20141,0,1,,0,0,C08S16A33E1B3BRUBA20141,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA20142,0,0,,0,0,C08S16A33E1B3BRUBA20142,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA40143,1,23,,****,****,C08S16A33E1B3BRUBA40143,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA20144,0,0,,0,0,C08S16A33E1B3BRUBA20144,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUUNI0145,2,15,,****,****,C08S16A33E1B3BRUUNI0145,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUUNI0146,10,116,,1,0,C08S16A33E1B3BRUUNI0146,0,0.00%,0,,0.00%,2,22.22%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,22.22%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,55.56%,0,0.00%,0,0.00%,0,0.00%,9
C08S16A33E1B3BRUUNI0147,7,40,,2,0,C08S16A33E1B3BRUUNI0147,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,20.00%,0,0.00%,1,20.00%,0,0.00%,0,0.00%,2,40.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,20.00%,0,0.00%,0,0.00%,5
C08S16A33E1B3BRUUNI0148,112,840,,6,0,C08S16A33E1B3BRUUNI0148,1,0.94%,0,,0.00%,10,9.43%,0,,0.00%,2,1.89%,0,0.00%,0,0.00%,3,2.83%,27,25.47%,0,0.00%,4,3.77%,0,0.00%,0,0.00%,16,15.09%,0,0.00%,1,0.94%,11,10.38%,31,29.25%,0,0.00%,0,0.00%,0,0.00%,106
C08S16A33E1B3BRUUNI0149,17,94,,0,0,C08S16A33E1B3BRUUNI0149,0,0.00%,0,,0.00%,2,11.76%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,17.65%,1,5.88%,0,0.00%,0,0.00%,0,0.00%,2,11.76%,0,0.00%,0,0.00%,0,0.00%,9,52.94%,0,0.00%,0,0.00%,0,0.00%,17
C08S16A33E1B3BRUUNI0150,1,10,,****,****,C08S16A33E1B3BRUUNI0150,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUUNI0151,0,2,,0,0,C08S16A33E1B3BRUUNI0151,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BVUUNI0152,0,0,,0,0,C08S16A33E1B3BVUUNI0152,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BVUUNI0153,80,347,,1,0,C08S16A33E1B3BVUUNI0153,0,0.00%,0,,0.00%,10,12.66%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,1.27%,25,31.65%,0,0.00%,1,1.27%,0,0.00%,1,1.27%,7,8.86%,0,0.00%,0,0.00%,6,7.59%,28,35.44%,0,0.00%,0,0.00%,0,0.00%,79
C08S16A33E1B3BVUUNI0154,0,0,,0,0,C08S16A33E1B3BVUUNI0154,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0155,105,808,,6,0,C08S16A33E1B3LVUUNI0155,0,0.00%,0,,0.00%,5,5.05%,0,,0.00%,1,1.01%,1,1.01%,0,0.00%,3,3.03%,36,36.36%,0,0.00%,5,5.05%,0,0.00%,0,0.00%,17,17.17%,0,0.00%,0,0.00%,0,0.00%,31,31.31%,0,0.00%,0,0.00%,0,0.00%,99
C08S16A33E1B3LVUUNI0156,0,0,,0,0,C08S16A33E1B3LVUUNI0156,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0157,222,"1,798",,12,0,C08S16A33E1B3LVUUNI0157,2,0.95%,1,,0.48%,20,9.52%,0,,0.00%,0,0.00%,0,0.00%,1,0.48%,3,1.43%,71,33.81%,0,0.00%,11,5.24%,0,0.00%,1,0.48%,17,8.10%,0,0.00%,0,0.00%,16,7.62%,66,31.43%,1,0.48%,0,0.00%,0,0.00%,210
C08S16A33E1B3LVUUNI0158,35,249,,2,0,C08S16A33E1B3LVUUNI0158,0,0.00%,0,,0.00%,1,3.03%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,3,9.09%,12,36.36%,0,0.00%,1,3.03%,0,0.00%,0,0.00%,4,12.12%,0,0.00%,1,3.03%,0,0.00%,11,33.33%,0,0.00%,0,0.00%,0,0.00%,33
C08S16A33E1B3LVUUNI0159,0,0,,0,0,C08S16A33E1B3LVUUNI0159,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0160,0,0,,0,0,C08S16A33E1B3LVUUNI0160,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0161,0,0,,0,0,C08S16A33E1B3LVUUNI0161,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0162,0,0,,0,0,C08S16A33E1B3LVUUNI0162,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3LVUUNI0163,8,28,,1,0,C08S16A33E1B3LVUUNI0163,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,57.14%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,28.57%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,7
C08S16A33E1B3LVUUNI0164,17,159,,2,0,C08S16A33E1B3LVUUNI0164,0,0.00%,0,,0.00%,4,26.67%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,26.67%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,20.00%,0,0.00%,0,0.00%,0,0.00%,4,26.67%,0,0.00%,0,0.00%,0,0.00%,15
C08S16A33E1B3LVUUNI0165,0,0,,0,0,C08S16A33E1B3LVUUNI0165,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0166,0,0,,0,0,C08S16A33E1B3MRUUNI0166,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0167,0,0,,0,0,C08S16A33E1B3MRUUNI0167,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0168,0,2,,0,0,C08S16A33E1B3MRUUNI0168,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0169,0,0,,0,0,C08S16A33E1B3MRUUNI0169,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0170,0,0,,0,0,C08S16A33E1B3MRUUNI0170,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0171,0,0,,0,0,C08S16A33E1B3MRUUNI0171,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI0172,0,0,,0,0,C08S16A33E1B3MRUUNI0172,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3NDUUNI0173,0,0,,0,0,C08S16A33E1B3NDUUNI0173,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3NDUUNI0174,0,0,,0,0,C08S16A33E1B3NDUUNI0174,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3NDUUNI0175,0,0,,0,0,C08S16A33E1B3NDUUNI0175,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3NDUUNI0176,0,0,,0,0,C08S16A33E1B3NDUUNI0176,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
