,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC  - PRESIDENTIAL PREFERENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Party Registration,Ballots Cast,Turnout (%),JULIÁN CASTRO,MICHAEL A. ELLINGER,ELIZABETH WARREN,MARIANNE WILLIAMSON,ANDREW YANG,"ROQUE ""ROCKY"" DE LA FUENTE III",JOHN K. DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,MICHAEL R. BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R. BIDEN,TULSI GABBARD,MARK STEWART GREENSTEIN,TOTAL VOTES,"QUALIFIED WRITE-INS:
NAKIA L. ANTHONY",DAPHNE DENISE BRADFORD,WILLIE FELIX CARTER,"MICHAEL DENAME 
",JEFFREY H. DROBMAN,ROBERT JORDAN,HEATHER MARIE STAGG
Vote by Mail,762,210,27.5590551181102%,0,0,28,2,1,0,0,2,74,0,10,0,0,30,0,0,24,32,4,0,207,0,0,0,0,0,0,0
Canvass,762,234,30.7086614173228%,0,0,31,0,1,0,0,3,102,0,4,0,0,24,0,0,7,59,0,0,231,0,0,0,0,0,0,0
Total,762,546,71.6535433070866%,0,0,73,2,2,0,0,5,216,0,15,0,0,67,0,1,31,123,5,0,540,0,0,0,0,0,0,0
5114  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,530,67,12.6415094339623%,0,0,9,0,0,0,1,0,40,0,0,0,0,4,0,0,0,11,0,0,65,0,0,0,0,0,0,0
Vote by Mail,530,123,23.2075471698113%,0,1,12,0,1,0,0,9,45,0,2,0,0,22,0,0,15,13,1,0,121,0,0,0,0,0,0,0
Canvass,530,185,34.9056603773585%,0,0,17,0,1,0,0,1,113,0,2,0,0,13,0,0,3,31,0,0,181,0,0,0,0,0,0,0
Total,530,375,70.7547169811321%,0,1,38,0,2,0,1,10,198,0,4,0,0,39,0,0,18,55,1,0,367,0,0,0,0,0,0,0
5116  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,154,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,154,77,50%,0,0,5,0,0,0,0,13,13,0,8,0,0,22,0,0,6,9,0,0,76,0,0,0,0,0,0,0
Canvass,154,70,45.4545454545455%,0,0,10,0,0,0,0,2,22,0,2,0,0,7,0,0,0,26,0,0,69,0,0,0,0,0,0,0
Total,154,147,95.4545454545455%,0,0,15,0,0,0,0,15,35,0,10,0,0,29,0,0,6,35,0,0,145,0,0,0,0,0,0,0
5117  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,59,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,59,26,44.0677966101695%,0,0,2,0,0,0,0,0,8,0,0,0,0,6,1,0,2,7,0,0,26,0,0,0,0,0,0,0
Canvass,59,27,45.7627118644068%,0,0,5,0,0,0,0,2,6,0,0,0,0,1,0,0,0,13,0,0,27,0,0,0,0,0,0,0
Total,59,53,89.8305084745763%,0,0,7,0,0,0,0,2,14,0,0,0,0,7,1,0,2,20,0,0,53,0,0,0,0,0,0,0
5118  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,42,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,42,21,50%,0,0,2,0,0,0,0,2,2,0,0,0,0,6,0,0,5,4,0,0,21,0,0,0,0,0,0,0
Canvass,42,22,52.3809523809524%,0,0,2,0,0,0,0,0,7,0,1,0,0,5,0,0,0,7,0,0,22,0,0,0,0,0,0,0
Total,42,43,102.380952380952%,0,0,4,0,0,0,0,2,9,0,1,0,0,11,0,0,5,11,0,0,43,0,0,0,0,0,0,0
5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,669,65,9.71599402092676%,0,0,9,0,0,0,0,0,29,0,0,0,1,6,0,0,0,20,0,0,65,0,0,0,0,0,0,0
Vote by Mail,669,124,18.5351270553064%,2,0,11,0,2,0,0,6,48,0,4,0,0,11,0,0,20,16,2,0,122,0,0,0,0,0,0,0
Canvass,669,254,37.9671150971599%,0,0,25,0,0,0,0,1,134,0,4,1,0,23,0,1,8,55,0,0,252,0,0,0,0,0,0,0
Total,669,443,66.2182361733931%,2,0,45,0,2,0,0,7,211,0,8,1,1,40,0,1,28,91,2,0,439,0,0,0,0,0,0,0
5121  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,60,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,60,8,13.3333333333333%,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Canvass,60,30,50%,0,0,3,0,0,0,0,2,14,0,1,0,0,2,0,0,0,5,0,0,27,0,0,0,0,0,0,0
Total,60,38,63.3333333333333%,0,0,3,0,0,0,0,2,17,0,1,0,0,6,0,0,0,6,0,0,35,0,0,0,0,0,0,0
5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,527,89,16.888045540797%,0,0,5,0,0,0,0,1,44,0,0,0,0,7,0,0,1,30,0,0,88,0,0,0,0,0,0,0
Vote by Mail,527,101,19.1650853889943%,0,0,9,0,1,0,0,5,42,0,3,0,0,21,0,0,14,6,0,0,101,0,0,0,0,0,0,0
Canvass,527,159,30.1707779886148%,0,0,21,0,0,0,0,2,71,0,8,0,0,6,0,0,6,42,2,0,158,0,0,0,0,0,0,0
Total,527,349,66.2239089184061%,0,0,35,0,1,0,0,8,157,0,11,0,0,34,0,0,21,78,2,0,347,0,0,0,0,0,0,0
5124  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,88,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,88,38,43.1818181818182%,0,0,9,0,1,0,0,3,3,0,1,0,0,9,0,0,7,5,0,0,38,0,0,0,0,0,0,0
Canvass,88,38,43.1818181818182%,0,0,5,0,0,0,0,0,6,0,0,0,0,3,0,0,4,18,2,0,38,0,0,0,0,0,0,0
Total,88,76,86.3636363636364%,0,0,14,0,1,0,0,3,9,0,1,0,0,12,0,0,11,23,2,0,76,0,0,0,0,0,0,0
5126  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,48,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,48,20,41.6666666666667%,0,0,1,0,0,0,0,0,9,0,0,0,0,4,0,0,2,3,1,0,20,0,0,0,0,0,0,0
Canvass,48,25,52.0833333333333%,0,0,1,0,0,0,0,0,8,0,0,0,0,4,0,0,0,11,0,0,24,0,0,0,0,0,0,0
Total,48,45,93.75%,0,0,2,0,0,0,0,0,17,0,0,0,0,8,0,0,2,14,1,0,44,0,0,0,0,0,0,0
7101  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,104,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,104,44,42.3076923076923%,0,0,2,0,0,0,0,4,8,0,0,0,0,12,0,0,10,8,0,0,44,0,0,0,0,0,0,0
Canvass,104,60,57.6923076923077%,0,0,7,0,0,0,0,1,17,0,0,0,0,8,0,0,4,20,1,0,58,0,0,0,0,0,0,0
Total,104,104,100%,0,0,9,0,0,0,0,5,25,0,0,0,0,20,0,0,14,28,1,0,102,0,0,0,0,0,0,0
7102  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,100,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,100,36,36%,0,0,0,0,0,0,0,3,4,0,4,0,0,6,0,0,6,8,1,0,32,0,0,0,0,0,0,0
Canvass,100,47,47%,0,0,5,0,0,0,0,4,8,0,2,0,0,8,0,0,1,19,0,0,47,0,0,0,0,0,0,0
Total,100,83,83%,0,0,5,0,0,0,0,7,12,0,6,0,0,14,0,0,7,27,1,0,79,0,0,0,0,0,0,0
7103  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,101,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,101,28,27.7227722772277%,0,0,4,0,0,0,0,2,2,0,0,0,0,4,0,0,6,7,0,0,25,0,0,0,0,0,0,0
Canvass,101,60,59.4059405940594%,0,0,7,0,0,0,0,1,16,0,0,0,0,11,0,0,1,24,0,0,60,0,0,0,0,0,0,0
Total,101,88,87.1287128712871%,0,0,11,0,0,0,0,3,18,0,0,0,0,15,0,0,7,31,0,0,85,0,0,0,0,0,0,0
7104  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,36,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,36,9,25%,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,9,0,0,0,0,0,0,0
Canvass,36,23,63.8888888888889%,0,0,4,0,0,0,0,0,6,0,0,0,0,6,0,0,0,7,0,0,23,0,0,0,0,0,0,0
Total,36,32,88.8888888888889%,0,0,9,0,0,0,0,0,6,0,0,0,0,7,0,0,1,9,0,0,32,0,0,0,0,0,0,0
7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,151,17,11.2582781456954%,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,8,0,0,17,0,0,0,0,0,0,0
Vote by Mail,151,60,39.7350993377483%,0,0,7,0,0,0,0,8,14,0,1,0,0,20,0,0,3,5,0,0,58,0,0,0,0,0,0,0
Canvass,151,74,49.0066225165563%,0,0,9,0,0,0,0,4,17,0,2,0,0,9,0,0,4,28,0,0,73,0,0,0,0,0,0,0
Total,151,151,100%,0,0,17,0,0,0,0,12,38,0,3,0,0,30,0,0,7,41,0,0,148,0,0,0,0,0,0,0
7106  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,5,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,5,2,40%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Canvass,5,2,40%,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Total,5,4,80%,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
7107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,562,94,16.7259786476868%,0,0,11,0,2,0,0,0,18,0,0,0,0,13,0,0,0,49,0,0,93,0,0,0,0,0,0,0
Vote by Mail,562,200,35.5871886120996%,0,0,23,0,1,0,0,19,33,0,9,0,1,56,0,0,27,27,1,0,197,0,0,0,0,0,0,0
Canvass,562,235,41.8149466192171%,0,0,35,0,1,0,0,9,71,0,0,0,0,23,0,0,5,89,1,0,234,0,0,0,0,0,0,0
Total,562,529,94.1281138790036%,0,0,69,0,4,0,0,28,122,0,9,0,1,92,0,0,32,165,2,0,524,0,0,0,0,0,0,0
7108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,870,121,13.9080459770115%,0,0,20,0,0,0,0,1,34,0,2,0,0,12,0,0,0,50,1,0,120,0,0,0,0,0,0,0
Vote by Mail,870,325,37.3563218390805%,0,0,37,0,1,0,0,40,49,0,8,0,1,102,0,0,35,46,0,0,319,0,0,0,0,0,0,0
Canvass,870,359,41.264367816092%,0,0,58,0,0,0,0,15,82,0,6,0,0,60,1,0,14,119,3,0,358,0,0,0,0,0,0,0
Total,870,805,92.5287356321839%,0,0,115,0,1,0,0,56,165,0,16,0,1,174,1,0,49,215,4,0,797,0,0,0,0,0,0,0
7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1248,120,9.61538461538462%,0,0,14,1,0,0,0,1,8,0,0,0,1,26,0,0,0,66,2,0,119,0,0,0,0,0,0,0
Vote by Mail,1248,736,58.974358974359%,0,2,66,0,0,0,0,85,71,0,30,0,0,254,0,0,105,109,6,0,728,0,0,0,0,0,0,0
Canvass,1248,481,38.5416666666667%,0,0,69,0,2,0,0,29,36,1,11,0,1,93,0,0,24,210,1,0,477,0,0,0,0,0,0,0
Total,1248,1337,107.13141025641%,0,2,149,1,2,0,0,115,115,1,41,0,2,373,0,0,129,385,9,0,1324,0,0,0,0,0,0,0
7110  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,28,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,28,5,17.8571428571429%,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Canvass,28,14,50%,0,0,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,14,0,0,0,0,0,0,0
Total,28,19,67.8571428571429%,0,0,2,0,0,0,0,1,5,0,0,0,0,7,0,0,0,4,0,0,19,0,0,0,0,0,0,0
7111  MB,,,                                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7112  MB,,,          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,34,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,34,13,38.2352941176471%,0,0,1,0,0,0,0,2,2,0,0,0,0,5,0,0,0,3,0,0,13,0,0,0,0,0,0,0
Canvass,34,23,67.6470588235294%,0,0,6,0,0,0,0,0,4,0,0,0,0,2,0,0,1,10,0,0,23,0,0,0,0,0,0,0
Total,34,36,105.882352941176%,0,0,7,0,0,0,0,2,6,0,0,0,0,7,0,0,1,13,0,0,36,0,0,0,0,0,0,0
7113  MB,,,                                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,16,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,16,3,18.75%,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Canvass,16,13,81.25%,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,2,5,0,0,13,0,0,0,0,0,0,0
Total,16,16,100%,0,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0,2,5,0,0,16,0,0,0,0,0,0,0
7114  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,75,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,75,26,34.6666666666667%,0,0,3,0,0,0,0,0,4,0,1,0,0,7,0,0,6,4,0,0,25,0,0,0,0,0,0,0
Canvass,75,44,58.6666666666667%,0,0,2,0,0,0,0,3,7,0,0,0,0,8,0,0,2,20,1,0,43,0,0,0,0,0,0,0
Total,75,70,93.3333333333333%,0,0,5,0,0,0,0,3,11,0,1,0,0,15,0,0,8,24,1,0,68,0,0,0,0,0,0,0
7115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,376,73,19.4148936170213%,0,0,13,0,2,0,0,0,10,0,1,0,0,7,0,0,0,37,1,0,71,0,0,0,0,0,0,0
Vote by Mail,376,123,32.7127659574468%,0,0,22,1,1,0,0,4,18,0,1,0,0,31,0,0,23,18,2,0,121,0,0,0,0,0,0,0
Canvass,376,191,50.7978723404255%,0,0,30,0,0,0,0,6,39,0,2,0,0,21,0,0,8,84,1,0,191,0,0,0,0,0,0,0
Total,376,387,102.925531914894%,0,0,65,1,3,0,0,10,67,0,4,0,0,59,0,0,31,139,4,0,383,0,0,0,0,0,0,0
7116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,971,243,25.0257466529351%,0,0,35,1,1,0,0,3,82,0,3,0,0,18,0,0,0,96,3,0,242,0,0,0,0,0,0,0
Vote by Mail,971,288,29.6601441812564%,0,0,38,0,1,0,0,26,81,0,13,0,2,56,0,0,31,32,3,0,283,0,0,0,0,0,0,0
Canvass,971,389,40.0617919670443%,0,0,65,1,1,0,0,9,111,0,7,0,0,41,0,0,17,133,0,0,385,0,0,0,0,0,0,0
Total,971,920,94.7476828012358%,0,0,138,2,3,0,0,38,274,0,23,0,2,115,0,0,48,261,6,0,910,0,0,0,0,0,0,0
7117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1231,177,14.378554021121%,0,0,37,0,0,0,0,0,79,0,1,0,0,7,0,0,0,50,1,0,175,0,0,0,0,0,0,0
Vote by Mail,1231,311,25.264012997563%,1,0,48,0,6,2,0,20,92,0,10,0,0,60,0,1,42,23,4,0,309,0,0,0,0,0,0,0
Canvass,1231,482,39.1551584077985%,0,0,73,0,3,0,1,13,193,0,9,0,0,51,0,0,12,120,0,1,476,0,0,0,0,0,0,0
Total,1231,970,78.7977254264825%,1,0,158,0,9,2,1,33,364,0,20,0,0,118,0,1,54,193,5,1,960,0,0,0,0,0,0,0
7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,887,164,18.489289740699%,0,0,30,0,0,0,0,0,74,0,0,0,0,16,0,0,0,43,0,0,163,0,0,0,0,0,0,0
Vote by Mail,887,244,27.5084554678692%,0,0,42,0,3,1,0,15,68,0,8,0,1,54,0,0,25,20,1,0,238,0,0,0,0,0,0,0
Canvass,887,340,38.3314543404735%,0,0,61,1,0,0,1,3,126,0,5,0,0,35,0,0,13,91,2,0,338,0,0,0,0,0,0,0
Total,887,748,84.3291995490417%,0,0,133,1,3,1,1,18,268,0,13,0,1,105,0,0,38,154,3,0,739,0,0,0,0,0,0,0
7119  MB,,,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,84,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,84,29,34.5238095238095%,0,0,9,0,0,0,0,0,8,0,0,0,0,11,0,0,0,1,0,0,29,0,0,0,0,0,0,0
Canvass,84,44,52.3809523809524%,0,0,6,0,1,0,0,2,7,0,2,0,0,7,0,0,1,15,2,0,43,0,0,0,0,0,0,0
Total,84,73,86.9047619047619%,0,0,15,0,1,0,0,2,15,0,2,0,0,18,0,0,1,16,2,0,72,0,0,0,0,0,0,0
7120  MB,,,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,61,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,61,24,39.344262295082%,0,0,3,0,1,0,0,3,4,0,3,0,0,7,0,0,2,1,0,0,24,0,0,0,0,0,0,0
Canvass,61,31,50.8196721311475%,0,0,7,0,0,0,0,2,7,0,0,0,0,5,0,0,0,10,0,0,31,0,0,0,0,0,0,0
Total,61,55,90.1639344262295%,0,0,10,0,1,0,0,5,11,0,3,0,0,12,0,0,2,11,0,0,55,0,0,0,0,0,0,0
7121  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,42,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,42,16,38.0952380952381%,0,0,1,0,0,0,0,2,4,0,0,0,0,8,0,0,0,1,0,0,16,0,0,0,0,0,0,0
Canvass,42,22,52.3809523809524%,0,0,2,0,0,0,0,0,4,0,1,0,0,5,0,0,0,10,0,0,22,0,0,0,0,0,0,0
Total,42,38,90.4761904761905%,0,0,3,0,0,0,0,2,8,0,1,0,0,13,0,0,0,11,0,0,38,0,0,0,0,0,0,0
7122  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,41,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,41,16,39.0243902439024%,0,0,8,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Canvass,41,28,68.2926829268293%,0,0,2,0,0,0,0,0,8,0,0,0,0,4,0,0,0,14,0,0,28,0,0,0,0,0,0,0
Total,41,44,107.317073170732%,0,0,10,0,0,0,0,0,13,0,0,0,0,7,0,0,0,14,0,0,44,0,0,0,0,0,0,0
7123,,,                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,283,37,13.0742049469965%,0,0,8,0,0,0,0,0,12,0,0,0,0,2,0,0,0,14,0,0,36,0,0,0,0,0,0,0
Vote by Mail,283,71,25.0883392226148%,0,0,11,0,2,0,0,2,12,0,3,0,0,19,0,0,11,7,1,0,68,0,0,0,0,0,0,0
Canvass,283,144,50.8833922261484%,0,0,23,0,0,0,0,4,45,0,1,0,0,19,0,0,8,41,0,0,141,0,0,0,0,0,0,0
Total,283,252,89.0459363957597%,0,0,42,0,2,0,0,6,69,0,4,0,0,40,0,0,19,62,1,0,245,0,0,0,0,0,0,0
7124,,,                                                           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,400,74,18.5%,1,0,6,0,0,0,0,0,17,0,0,0,0,14,0,0,0,32,3,0,73,0,0,0,0,0,0,0
Vote by Mail,400,169,42.25%,0,0,16,0,0,0,0,12,25,0,2,0,0,66,1,0,22,22,0,0,166,0,0,0,0,0,0,0
Canvass,400,175,43.75%,0,0,24,0,0,0,0,6,31,0,2,0,0,32,0,0,7,70,1,0,173,0,0,0,0,0,0,0
Total,400,418,104.5%,1,0,46,0,0,0,0,18,73,0,4,0,0,112,1,0,29,124,4,0,412,0,0,0,0,0,0,0
7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,220,44,20%,0,0,9,0,0,0,0,0,4,0,0,0,0,10,0,0,0,18,0,0,41,0,0,0,0,0,0,0
Vote by Mail,220,99,45%,0,0,6,0,1,0,0,16,17,0,2,0,0,33,0,0,15,8,1,0,99,0,0,0,0,0,0,0
Canvass,220,86,39.0909090909091%,0,0,15,0,0,0,0,1,13,0,0,0,0,16,0,0,2,38,0,0,85,0,0,0,0,0,0,0
Total,220,229,104.090909090909%,0,0,30,0,1,0,0,17,34,0,2,0,0,59,0,0,17,64,1,0,225,0,0,0,0,0,0,0
7126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,648,88,13.5802469135802%,1,0,18,0,0,0,0,1,15,0,1,0,0,13,0,0,0,39,0,0,88,0,0,0,0,0,0,0
Vote by Mail,648,222,34.2592592592593%,0,0,20,0,2,0,0,24,54,0,6,0,0,46,0,0,31,33,1,0,217,0,0,0,0,0,0,0
Canvass,648,287,44.2901234567901%,0,0,36,0,0,0,0,10,76,0,3,0,0,29,0,0,6,121,2,0,283,0,0,0,0,0,0,0
Total,648,597,92.1296296296296%,1,0,74,0,2,0,0,35,145,0,10,0,0,88,0,0,37,193,3,0,588,0,0,0,0,0,0,0
7127  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,8,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,8,3,37.5%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
Canvass,8,1,12.5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Total,8,4,50%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0
7128  MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vote by Mail,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canvass,1,1,100%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Total,1,1,100%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,1286,261,20.2954898911353%,0,2,50,0,0,0,0,0,81,0,3,0,0,29,0,0,0,96,0,0,261,0,0,0,0,0,0,0
Vote by Mail,1286,335,26.049766718507%,0,0,37,0,5,0,0,26,83,0,22,0,0,80,1,0,43,35,0,0,332,0,0,0,0,0,0,0
Canvass,1286,479,37.2472783825817%,1,0,85,1,1,0,0,10,144,0,9,0,0,60,0,0,17,143,3,0,474,0,0,0,0,0,0,0
