COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9002894A,1641,9,N, ,POLLING PLACE,191,76,110, 
LOS ANGELES,9002894A,1641,9,N, ,VBM PORTION,574,279,276, 
LOS ANGELES,9002894A,1641,9,N,2779,TOTAL,765,355,386, 
LOS ANGELES,9002900A,7746,466,N, ,POLLING PLACE,138,21,116, 
LOS ANGELES,9002900A,7746,466,N, ,VBM PORTION,979,353,612, 
LOS ANGELES,9002900A,7746,466,N,1551,TOTAL,1117,374,728, 
LOS ANGELES,9002901A,7747,222,N, ,POLLING PLACE,203,101,89, 
LOS ANGELES,9002901A,7747,222,N, ,VBM PORTION,744,425,300, 
LOS ANGELES,9002901A,7747,222,N,1865,TOTAL,947,526,389, 
LOS ANGELES,9002908A,7748,486,N, ,POLLING PLACE,74,57,16, 
LOS ANGELES,9002908A,7748,486,N, ,VBM PORTION,286,217,66, 
LOS ANGELES,9002908A,7748,486,N,1100,TOTAL,360,274,82, 
LOS ANGELES,9002910A,1642,884,N, ,POLLING PLACE,108,64,40, 
LOS ANGELES,9002910A,1642,884,N, ,VBM PORTION,530,268,249, 
LOS ANGELES,9002910A,1642,884,N,1866,TOTAL,638,332,289, 
LOS ANGELES,9002913A,1643,458,N, ,POLLING PLACE,347,199,138, 
LOS ANGELES,9002913A,1643,458,N, ,VBM PORTION,1466,996,429, 
LOS ANGELES,9002913A,1643,458,N,3292,TOTAL,1813,1195,567, 
LOS ANGELES,9002921A,1644,236,N, ,POLLING PLACE,355,165,183, 
LOS ANGELES,9002921A,1644,236,N, ,VBM PORTION,1620,826,767, 
LOS ANGELES,9002921A,1644,236,N,2946,TOTAL,1975,991,950, 
LOS ANGELES,9002929A,1645,487,N, ,POLLING PLACE,107,66,37, 
LOS ANGELES,9002929A,1645,487,N, ,VBM PORTION,267,150,112, 
LOS ANGELES,9002929A,1645,487,N,2018,TOTAL,374,216,149, 
LOS ANGELES,9002945A,1646,771,N, ,POLLING PLACE,226,42,183, 
LOS ANGELES,9002945A,1646,771,N, ,VBM PORTION,798,281,490, 
LOS ANGELES,9002945A,1646,771,N,1802,TOTAL,1024,323,673, 
LOS ANGELES,9002948A,1647,12,N, ,POLLING PLACE,169,64,102, 
LOS ANGELES,9002948A,1647,12,N, ,VBM PORTION,815,441,355, 
LOS ANGELES,9002948A,1647,12,N,1760,TOTAL,984,505,457, 
LOS ANGELES,9002954A,1648,453,N, ,POLLING PLACE,248,114,129, 
LOS ANGELES,9002954A,1648,453,N, ,VBM PORTION,1307,773,511, 
LOS ANGELES,9002954A,1648,453,N,2620,TOTAL,1555,887,640, 
LOS ANGELES,9002956A,1649,617,N, ,POLLING PLACE,130,63,63, 
LOS ANGELES,9002956A,1649,617,N, ,VBM PORTION,524,301,215, 
LOS ANGELES,9002956A,1649,617,N,1742,TOTAL,654,364,278, 
LOS ANGELES,9002967A,1650,30,N, ,POLLING PLACE,232,81,137, 
LOS ANGELES,9002967A,1650,30,N, ,VBM PORTION,1073,489,554, 
LOS ANGELES,9002967A,1650,30,N,3184,TOTAL,1305,570,691, 
LOS ANGELES,9002979A,1651,771,N, ,POLLING PLACE,256,85,162, 
LOS ANGELES,9002979A,1651,771,N, ,VBM PORTION,1085,521,542, 
LOS ANGELES,9002979A,1651,771,N,3341,TOTAL,1341,606,704, 
LOS ANGELES,9002987A,1652,30,N, ,POLLING PLACE,189,63,120, 
LOS ANGELES,9002987A,1652,30,N, ,VBM PORTION,707,326,359, 
LOS ANGELES,9002987A,1652,30,N,2751,TOTAL,896,389,479, 
LOS ANGELES,9002988A,1653,9,N, ,POLLING PLACE,167,64,94, 
LOS ANGELES,9002988A,1653,9,N, ,VBM PORTION,635,320,300, 
LOS ANGELES,9002988A,1653,9,N,2892,TOTAL,802,384,394, 
LOS ANGELES,9002992A,1654,30,N, ,POLLING PLACE,145,56,87, 
LOS ANGELES,9002992A,1654,30,N, ,VBM PORTION,714,398,301, 
LOS ANGELES,9002992A,1654,30,N,2196,TOTAL,859,454,388, 
LOS ANGELES,9002993A,1655,30,N, ,POLLING PLACE,201,57,140, 
LOS ANGELES,9002993A,1655,30,N, ,VBM PORTION,822,385,407, 
LOS ANGELES,9002993A,1655,30,N,2839,TOTAL,1023,442,547, 
LOS ANGELES,9002996A,1656,777,N, ,POLLING PLACE,191,65,123, 
LOS ANGELES,9002996A,1656,777,N, ,VBM PORTION,878,425,430, 
LOS ANGELES,9002996A,1656,777,N,2252,TOTAL,1069,490,553, 
LOS ANGELES,9003009A,1657,771,N, ,POLLING PLACE,198,54,142, 
LOS ANGELES,9003009A,1657,771,N, ,VBM PORTION,695,275,400, 
LOS ANGELES,9003009A,1657,771,N,1916,TOTAL,893,329,542, 
LOS ANGELES,9003024A,1658,272,N, ,POLLING PLACE,273,114,155, 
LOS ANGELES,9003024A,1658,272,N, ,VBM PORTION,1028,473,545, 
LOS ANGELES,9003024A,1658,272,N,2150,TOTAL,1301,587,700, 
LOS ANGELES,9003029A,1659,871,N, ,POLLING PLACE,133,69,61, 
LOS ANGELES,9003029A,1659,871,N, ,VBM PORTION,414,278,127, 
LOS ANGELES,9003029A,1659,871,N,2074,TOTAL,547,347,188, 
LOS ANGELES,9003043A,1660,9,N, ,POLLING PLACE,141,58,80, 
LOS ANGELES,9003043A,1660,9,N, ,VBM PORTION,480,224,247, 
LOS ANGELES,9003043A,1660,9,N,2334,TOTAL,621,282,327, 
LOS ANGELES,9003044A,1661,475,N, ,POLLING PLACE,213,149,64, 
LOS ANGELES,9003044A,1661,475,N, ,VBM PORTION,879,629,225, 
LOS ANGELES,9003044A,1661,475,N,2804,TOTAL,1092,778,289, 
LOS ANGELES,9003055A,1662,771,N, ,POLLING PLACE,288,88,193, 
LOS ANGELES,9003055A,1662,771,N, ,VBM PORTION,1295,490,778, 
LOS ANGELES,9003055A,1662,771,N,2797,TOTAL,1583,578,971, 
LOS ANGELES,9003063A,1663,9,N, ,POLLING PLACE,174,57,108, 
LOS ANGELES,9003063A,1663,9,N, ,VBM PORTION,474,188,264, 
LOS ANGELES,9003063A,1663,9,N,2531,TOTAL,648,245,372, 
LOS ANGELES,9003073A,1664,9,N, ,POLLING PLACE,168,77,86, 
LOS ANGELES,9003073A,1664,9,N, ,VBM PORTION,511,287,211, 
LOS ANGELES,9003073A,1664,9,N,2804,TOTAL,679,364,297, 
LOS ANGELES,9003081A,1665,475,N, ,POLLING PLACE,153,104,47, 
LOS ANGELES,9003081A,1665,475,N, ,VBM PORTION,754,530,212, 
LOS ANGELES,9003081A,1665,475,N,2184,TOTAL,907,634,259, 
LOS ANGELES,9003112A,1666,773,N, ,POLLING PLACE,280,104,170, 
LOS ANGELES,9003112A,1666,773,N, ,VBM PORTION,1414,805,567, 
LOS ANGELES,9003112A,1666,773,N,3095,TOTAL,1694,909,737, 
LOS ANGELES,9003137A,7750,202,N, ,POLLING PLACE,86,39,47, 
LOS ANGELES,9003137A,7750,202,N, ,VBM PORTION,241,143,97, 
LOS ANGELES,9003137A,7750,202,N,639,TOTAL,327,182,144, 
LOS ANGELES,9003150A,1667,230,N, ,POLLING PLACE,657,498,105, 
LOS ANGELES,9003150A,1667,230,N, ,VBM PORTION,482,360,103, 
LOS ANGELES,9003150A,1667,230,N,2303,TOTAL,1139,858,208, 
LOS ANGELES,9003155A,7752,270,N, ,POLLING PLACE,1,1,0, 
LOS ANGELES,9003155A,7752,270,N, ,VBM PORTION,2,2,0, 
LOS ANGELES,9003155A,7752,270,N,6,TOTAL,3,3,0, 
LOS ANGELES,9003159A,7753,280,N, ,POLLING PLACE,0,0,0, 
LOS ANGELES,9003159A,7753,280,N, ,VBM PORTION,3,3,0, 
LOS ANGELES,9003159A,7753,280,N,3,TOTAL,3,3,0, 
LOS ANGELES,9003168A,1668,288,N, ,POLLING PLACE,221,99,118, 
LOS ANGELES,9003168A,1668,288,N, ,VBM PORTION,1099,681,400, 
LOS ANGELES,9003168A,1668,288,N,2364,TOTAL,1320,780,518, 
LOS ANGELES,9003174B,7754,291,N, ,POLLING PLACE,34,20,14, 
LOS ANGELES,9003174B,7754,291,N, ,VBM PORTION,102,62,33, 
LOS ANGELES,9003174B,7754,291,N,240,TOTAL,136,82,47, 
LOS ANGELES,9003176A,7755,279,N, ,POLLING PLACE,1,1,0, 
LOS ANGELES,9003176A,7755,279,N, ,VBM PORTION,3,2,1, 
LOS ANGELES,9003176A,7755,279,N,17,TOTAL,4,3,1, 
LOS ANGELES,9003180A,7757,198,N, ,POLLING PLACE,15,9,6, 
LOS ANGELES,9003180A,7757,198,N, ,VBM PORTION,47,28,17, 
LOS ANGELES,9003180A,7757,198,N,131,TOTAL,62,37,23, 
LOS ANGELES,9003181A,1669,196,N, ,POLLING PLACE,230,38,192, 
LOS ANGELES,9003181A,1669,196,N, ,VBM PORTION,779,337,436, 
LOS ANGELES,9003181A,1669,196,N,1614,TOTAL,1009,375,628, 
LOS ANGELES,9003185A,1670,298,N, ,POLLING PLACE,246,134,107, 
LOS ANGELES,9003185A,1670,298,N, ,VBM PORTION,1167,549,571, 
LOS ANGELES,9003185A,1670,298,N,2948,TOTAL,1413,683,678, 
LOS ANGELES,9003192A,7758,295,N, ,POLLING PLACE,34,11,23, 
LOS ANGELES,9003192A,7758,295,N, ,VBM PORTION,175,114,57, 
LOS ANGELES,9003192A,7758,295,N,396,TOTAL,209,125,80, 
LOS ANGELES,9003196A,1671,475,N, ,POLLING PLACE,123,85,37, 
LOS ANGELES,9003196A,1671,475,N, ,VBM PORTION,485,354,126, 
LOS ANGELES,9003196A,1671,475,N,1555,TOTAL,608,439,163, 
LOS ANGELES,9003206A,1672,209,N, ,POLLING PLACE,249,31,217, 
LOS ANGELES,9003206A,1672,209,N, ,VBM PORTION,985,282,693, 
LOS ANGELES,9003206A,1672,209,N,1877,TOTAL,1234,313,910, 
LOS ANGELES,9003208A,7759,29,N, ,POLLING PLACE,46,13,33, 
LOS ANGELES,9003208A,7759,29,N, ,VBM PORTION,249,109,130, 
LOS ANGELES,9003208A,7759,29,N,527,TOTAL,295,122,163, 
LOS ANGELES,9003218B,1673,777,N, ,POLLING PLACE,284,68,214, 
LOS ANGELES,9003218B,1673,777,N, ,VBM PORTION,1174,540,607, 
LOS ANGELES,9003218B,1673,777,N,2754,TOTAL,1458,608,821, 
LOS ANGELES,9003224A,7762,942,N, ,POLLING PLACE,59,14,43, 
LOS ANGELES,9003224A,7762,942,N, ,VBM PORTION,159,82,75, 
LOS ANGELES,9003224A,7762,942,N,713,TOTAL,218,96,118, 
LOS ANGELES,9003235A,1674,236,N, ,POLLING PLACE,261,124,127, 
LOS ANGELES,9003235A,1674,236,N, ,VBM PORTION,735,435,279, 
LOS ANGELES,9003235A,1674,236,N,2160,TOTAL,996,559,406, 
LOS ANGELES,9003251A,7764,298,N, ,POLLING PLACE,97,45,48, 
LOS ANGELES,9003251A,7764,298,N, ,VBM PORTION,501,182,304, 
LOS ANGELES,9003251A,7764,298,N,1601,TOTAL,598,227,352, 
LOS ANGELES,9003262A,7766,288,N, ,POLLING PLACE,18,16,2, 
LOS ANGELES,9003262A,7766,288,N, ,VBM PORTION,55,40,15, 
LOS ANGELES,9003262A,7766,288,N,117,TOTAL,73,56,17, 
LOS ANGELES,9003267A,7768,297,N, ,POLLING PLACE,1,1,0, 
LOS ANGELES,9003267A,7768,297,N, ,VBM PORTION,4,1,2, 
LOS ANGELES,9003267A,7768,297,N,19,TOTAL,5,2,2, 
LOS ANGELES,9003278A,7769,461,N, ,POLLING PLACE,130,55,75, 
LOS ANGELES,9003278A,7769,461,N, ,VBM PORTION,1024,490,509, 
LOS ANGELES,9003278A,7769,461,N,1727,TOTAL,1154,545,584, 
LOS ANGELES,9003280A,7770,460,N, ,POLLING PLACE,139,71,66, 
LOS ANGELES,9003280A,7770,460,N, ,VBM PORTION,585,361,210, 
LOS ANGELES,9003280A,7770,460,N,1274,TOTAL,724,432,276, 
LOS ANGELES,9003290A,7772,474,N, ,POLLING PLACE,2,0,2, 
LOS ANGELES,9003290A,7772,474,N, ,VBM PORTION,38,34,4, 
LOS ANGELES,9003290A,7772,474,N,93,TOTAL,40,34,6, 
LOS ANGELES,9003299A,7775,269,N, ,POLLING PLACE,191,106,83, 
LOS ANGELES,9003299A,7775,269,N, ,VBM PORTION,845,573,264, 
LOS ANGELES,9003299A,7775,269,N,1683,TOTAL,1036,679,347, 
LOS ANGELES,9003311A,7778,465,N, ,POLLING PLACE,2,1,1, 
LOS ANGELES,9003311A,7778,465,N, ,VBM PORTION,36,19,17, 
LOS ANGELES,9003311A,7778,465,N,49,TOTAL,38,20,18, 
LOS ANGELES,9003326A,7780,26,N, ,POLLING PLACE,2,0,2, 
LOS ANGELES,9003326A,7780,26,N, ,VBM PORTION,16,8,7, 
LOS ANGELES,9003326A,7780,26,N,26,TOTAL,18,8,9, 
LOS ANGELES,9003327A,7781,801,N, ,POLLING PLACE,2,1,1, 
LOS ANGELES,9003327A,7781,801,N, ,VBM PORTION,3,0,2, 
LOS ANGELES,9003327A,7781,801,N,25,TOTAL,5,1,3, 
LOS ANGELES,9003342A,7784,451,N, ,POLLING PLACE,132,80,50, 
LOS ANGELES,9003342A,7784,451,N, ,VBM PORTION,555,387,159, 
LOS ANGELES,9003342A,7784,451,N,1246,TOTAL,687,467,209, 
LOS ANGELES,9003357A,7785,457,N, ,POLLING PLACE,6,4,2, 
LOS ANGELES,9003357A,7785,457,N, ,VBM PORTION,67,29,38, 
LOS ANGELES,9003357A,7785,457,N,109,TOTAL,73,33,40, 
LOS ANGELES,9003413A,7789,466,N, ,POLLING PLACE,0,0,0, 
LOS ANGELES,9003413A,7789,466,N, ,VBM PORTION,2,0,2, 
LOS ANGELES,9003413A,7789,466,N,2,TOTAL,2,0,2, 
LOS ANGELES,9003417A,1675,932,N, ,POLLING PLACE,233,83,144, 
LOS ANGELES,9003417A,1675,932,N, ,VBM PORTION,738,371,340, 
LOS ANGELES,9003417A,1675,932,N,2918,TOTAL,971,454,484, 
LOS ANGELES,9003432A,7791,30,N, ,POLLING PLACE,3,2,1, 
LOS ANGELES,9003432A,7791,30,N, ,VBM PORTION,15,5,9, 
LOS ANGELES,9003432A,7791,30,N,69,TOTAL,18,7,10, 
LOS ANGELES,9003458A,7794,932,N, ,POLLING PLACE,74,28,42, 
LOS ANGELES,9003458A,7794,932,N, ,VBM PORTION,134,47,83, 
LOS ANGELES,9003458A,7794,932,N,760,TOTAL,208,75,125, 
LOS ANGELES,9003465A,7795,776,N, ,POLLING PLACE,39,3,33, 
LOS ANGELES,9003465A,7795,776,N, ,VBM PORTION,255,117,131, 
LOS ANGELES,9003465A,7795,776,N,453,TOTAL,294,120,164, 
LOS ANGELES,9003520B,1676,278,N, ,POLLING PLACE,177,112,63, 
LOS ANGELES,9003520B,1676,278,N, ,VBM PORTION,871,572,283, 
LOS ANGELES,9003520B,1676,278,N,2231,TOTAL,1048,684,346, 
LOS ANGELES,9003552A,7800,230,N, ,POLLING PLACE,249,196,43, 
LOS ANGELES,9003552A,7800,230,N, ,VBM PORTION,210,165,35, 
LOS ANGELES,9003552A,7800,230,N,1156,TOTAL,459,361,78, 
LOS ANGELES,9003574A,7801,280,N, ,POLLING PLACE,3,2,1, 
LOS ANGELES,9003574A,7801,280,N, ,VBM PORTION,13,13,0, 
LOS ANGELES,9003574A,7801,280,N,49,TOTAL,16,15,1, 
LOS ANGELES,9003603A,7802,942,N, ,POLLING PLACE,2,0,2, 
LOS ANGELES,9003603A,7802,942,N, ,VBM PORTION,18,5,13, 
LOS ANGELES,9003603A,7802,942,N,38,TOTAL,20,5,15, 
LOS ANGELES,9003624A,1677,771,N, ,POLLING PLACE,260,49,207, 
LOS ANGELES,9003624A,1677,771,N, ,VBM PORTION,857,365,481, 
LOS ANGELES,9003624A,1677,771,N,2208,TOTAL,1117,414,688, 
LOS ANGELES,9003662A,1678,871,N, ,POLLING PLACE,90,54,34, 
LOS ANGELES,9003662A,1678,871,N, ,VBM PORTION,230,157,66, 
LOS ANGELES,9003662A,1678,871,N,1431,TOTAL,320,211,100, 
LOS ANGELES,9003685A,1679,777,N, ,POLLING PLACE,259,64,191, 
LOS ANGELES,9003685A,1679,777,N, ,VBM PORTION,1030,433,577, 
LOS ANGELES,9003685A,1679,777,N,2695,TOTAL,1289,497,768, 
LOS ANGELES,9003705A,7804,198,N, ,POLLING PLACE,66,34,28, 
LOS ANGELES,9003705A,7804,198,N, ,VBM PORTION,261,132,118, 
LOS ANGELES,9003705A,7804,198,N,872,TOTAL,327,166,146, 
LOS ANGELES,9003803A,7805,802,N, ,POLLING PLACE,14,8,4, 
LOS ANGELES,9003803A,7805,802,N, ,VBM PORTION,23,15,7, 
LOS ANGELES,9003803A,7805,802,N,137,TOTAL,37,23,11, 
LOS ANGELES,9003814A,7806,278,N, ,POLLING PLACE,14,11,3, 
LOS ANGELES,9003814A,7806,278,N, ,VBM PORTION,92,70,19, 
LOS ANGELES,9003814A,7806,278,N,183,TOTAL,106,81,22, 
LOS ANGELES,9003859A,7808,801,N, ,POLLING PLACE,1,0,1, 
LOS ANGELES,9003859A,7808,801,N, ,VBM PORTION,6,2,4, 
LOS ANGELES,9003859A,7808,801,N,15,TOTAL,7,2,5, 
LOS ANGELES,9003866A,1680,871,N, ,POLLING PLACE,140,102,33, 
LOS ANGELES,9003866A,1680,871,N, ,VBM PORTION,470,352,110, 
LOS ANGELES,9003866A,1680,871,N,2093,TOTAL,610,454,143, 
LOS ANGELES,9003886B,7809,485,N, ,POLLING PLACE,105,67,34, 
LOS ANGELES,9003886B,7809,485,N, ,VBM PORTION,295,204,86, 
LOS ANGELES,9003886B,7809,485,N,1109,TOTAL,400,271,120, 
LOS ANGELES,9003899A,1681,932,N, ,POLLING PLACE,173,67,106, 
LOS ANGELES,9003899A,1681,932,N, ,VBM PORTION,834,426,368, 
LOS ANGELES,9003899A,1681,932,N,3309,TOTAL,1007,493,474, 
LOS ANGELES,9003922A,7813,452,N, ,POLLING PLACE,132,75,49, 
LOS ANGELES,9003922A,7813,452,N, ,VBM PORTION,210,104,100, 
LOS ANGELES,9003922A,7813,452,N,1480,TOTAL,342,179,149, 
LOS ANGELES,9003926A,7814,210,N, ,POLLING PLACE,28,1,27, 
LOS ANGELES,9003926A,7814,210,N, ,VBM PORTION,202,62,134, 
LOS ANGELES,9003926A,7814,210,N,354,TOTAL,230,63,161, 
LOS ANGELES,9003927A,7815,290,N, ,POLLING PLACE,3,3,0, 
LOS ANGELES,9003927A,7815,290,N, ,VBM PORTION,2,0,2, 
LOS ANGELES,9003927A,7815,290,N,6,TOTAL,5,3,2, 
LOS ANGELES,9003937B,7816,290,N, ,POLLING PLACE,169,115,52, 
LOS ANGELES,9003937B,7816,290,N, ,VBM PORTION,1001,759,219, 
LOS ANGELES,9003937B,7816,290,N,1770,TOTAL,1170,874,271, 
LOS ANGELES,9003952A,1682,297,N, ,POLLING PLACE,198,89,101, 
LOS ANGELES,9003952A,1682,297,N, ,VBM PORTION,832,389,411, 
LOS ANGELES,9003952A,1682,297,N,3272,TOTAL,1030,478,512, 
LOS ANGELES,9003955A,1683,485,N, ,POLLING PLACE,343,198,137, 
LOS ANGELES,9003955A,1683,485,N, ,VBM PORTION,1241,762,424, 
LOS ANGELES,9003955A,1683,485,N,4087,TOTAL,1584,960,561, 
LOS ANGELES,9003958G,7817,449,N, ,POLLING PLACE,11,5,6, 
LOS ANGELES,9003958G,7817,449,N, ,VBM PORTION,96,54,41, 
LOS ANGELES,9003958G,7817,449,N,156,TOTAL,107,59,47, 
LOS ANGELES,9003981A,1684,204,N, ,POLLING PLACE,343,211,125, 
LOS ANGELES,9003981A,1684,204,N, ,VBM PORTION,1565,1106,425, 
LOS ANGELES,9003981A,1684,204,N,2897,TOTAL,1908,1317,550, 
LOS ANGELES,9003988A,1685,278,N, ,POLLING PLACE,322,246,70, 
LOS ANGELES,9003988A,1685,278,N, ,VBM PORTION,1332,1015,294, 
LOS ANGELES,9003988A,1685,278,N,2982,TOTAL,1654,1261,364, 
LOS ANGELES,9003996A,7820,28,N, ,POLLING PLACE,8,1,7, 
LOS ANGELES,9003996A,7820,28,N, ,VBM PORTION,11,2,9, 
LOS ANGELES,9003996A,7820,28,N,37,TOTAL,19,3,16, 
LOS ANGELES,9004060A,1686,476,N, ,POLLING PLACE,187,121,65, 
LOS ANGELES,9004060A,1686,476,N, ,VBM PORTION,536,379,149, 
LOS ANGELES,9004060A,1686,476,N,2256,TOTAL,723,500,214, 
LOS ANGELES,9004070A,1687,463,N, ,POLLING PLACE,219,107,103, 
LOS ANGELES,9004070A,1687,463,N, ,VBM PORTION,978,588,363, 
LOS ANGELES,9004070A,1687,463,N,2447,TOTAL,1197,695,466, 
LOS ANGELES,9004120B,1688,298,N, ,POLLING PLACE,188,103,84, 
LOS ANGELES,9004120B,1688,298,N, ,VBM PORTION,684,408,268, 
LOS ANGELES,9004120B,1688,298,N,2749,TOTAL,872,511,352, 
LOS ANGELES,9004123A,1689,771,N, ,POLLING PLACE,295,63,221, 
LOS ANGELES,9004123A,1689,771,N, ,VBM PORTION,1401,566,808, 
LOS ANGELES,9004123A,1689,771,N,3396,TOTAL,1696,629,1029, 
LOS ANGELES,9004166A,1690,486,N, ,POLLING PLACE,130,77,50, 
LOS ANGELES,9004166A,1690,486,N, ,VBM PORTION,416,276,130, 
LOS ANGELES,9004166A,1690,486,N,2176,TOTAL,546,353,180, 
LOS ANGELES,9004197A,7821,801,N, ,POLLING PLACE,2,0,1, 
LOS ANGELES,9004197A,7821,801,N, ,VBM PORTION,6,3,3, 
LOS ANGELES,9004197A,7821,801,N,25,TOTAL,8,3,4, 
LOS ANGELES,9004201A,1691,9,N, ,POLLING PLACE,214,86,121, 
LOS ANGELES,9004201A,1691,9,N, ,VBM PORTION,938,390,517, 
LOS ANGELES,9004201A,1691,9,N,3238,TOTAL,1152,476,638, 
LOS ANGELES,9004212A,1692,9,N, ,POLLING PLACE,173,42,125, 
LOS ANGELES,9004212A,1692,9,N, ,VBM PORTION,741,302,400, 
LOS ANGELES,9004212A,1692,9,N,1944,TOTAL,914,344,525, 
LOS ANGELES,9004215A,7822,940,N, ,POLLING PLACE,180,51,126, 
LOS ANGELES,9004215A,7822,940,N, ,VBM PORTION,691,320,345, 
LOS ANGELES,9004215A,7822,940,N,1606,TOTAL,871,371,471, 
LOS ANGELES,9004216A,1693,198,N, ,POLLING PLACE,326,181,130, 
LOS ANGELES,9004216A,1693,198,N, ,VBM PORTION,1091,751,309, 
LOS ANGELES,9004216A,1693,198,N,3510,TOTAL,1417,932,439, 
LOS ANGELES,9004217A,1694,777,N, ,POLLING PLACE,376,82,291, 
LOS ANGELES,9004217A,1694,777,N, ,VBM PORTION,1473,574,872, 
LOS ANGELES,9004217A,1694,777,N,3009,TOTAL,1849,656,1163, 
LOS ANGELES,9004230A,1695,269,N, ,POLLING PLACE,284,158,121, 
LOS ANGELES,9004230A,1695,269,N, ,VBM PORTION,1720,1087,602, 
LOS ANGELES,9004230A,1695,269,N,3134,TOTAL,2004,1245,723, 
LOS ANGELES,9004232A,1696,931,N, ,POLLING PLACE,148,60,85, 
LOS ANGELES,9004232A,1696,931,N, ,VBM PORTION,499,240,241, 
LOS ANGELES,9004232A,1696,931,N,1991,TOTAL,647,300,326, 
LOS ANGELES,9004239A,1697,280,N, ,POLLING PLACE,441,297,139, 
LOS ANGELES,9004239A,1697,280,N, ,VBM PORTION,2129,1611,476, 
LOS ANGELES,9004239A,1697,280,N,3828,TOTAL,2570,1908,615, 
LOS ANGELES,9004241A,1698,777,N, ,POLLING PLACE,274,90,178, 
LOS ANGELES,9004241A,1698,777,N, ,VBM PORTION,1314,645,629, 
LOS ANGELES,9004241A,1698,777,N,3259,TOTAL,1588,735,807, 
LOS ANGELES,9005003A,1699,297,N, ,POLLING PLACE,244,149,91, 
LOS ANGELES,9005003A,1699,297,N, ,VBM PORTION,1275,747,492, 
LOS ANGELES,9005003A,1699,297,N,3778,TOTAL,1519,896,583, 
LOS ANGELES,9005016A,1700,298,N, ,POLLING PLACE,214,133,76, 
LOS ANGELES,9005016A,1700,298,N, ,VBM PORTION,902,454,420, 
LOS ANGELES,9005016A,1700,298,N,3392,TOTAL,1116,587,496, 
LOS ANGELES,9005108A,1701,13,N, ,POLLING PLACE,193,89,97, 
LOS ANGELES,9005108A,1701,13,N, ,VBM PORTION,954,505,411, 
LOS ANGELES,9005108A,1701,13,N,3296,TOTAL,1147,594,508, 
LOS ANGELES,9005110A,1702,13,N, ,POLLING PLACE,202,88,109, 
LOS ANGELES,9005110A,1702,13,N, ,VBM PORTION,968,492,452, 
LOS ANGELES,9005110A,1702,13,N,3246,TOTAL,1170,580,561, 
LOS ANGELES,9005118A,1703,276,N, ,POLLING PLACE,342,239,96, 
LOS ANGELES,9005118A,1703,276,N, ,VBM PORTION,1505,1202,287, 
LOS ANGELES,9005118A,1703,276,N,3024,TOTAL,1847,1441,383, 
LOS ANGELES,9005136A,1704,621,N, ,POLLING PLACE,295,157,132, 
LOS ANGELES,9005136A,1704,621,N, ,VBM PORTION,1356,944,389, 
LOS ANGELES,9005136A,1704,621,N,2943,TOTAL,1651,1101,521, 
LOS ANGELES,9005152A,1705,780,N, ,POLLING PLACE,367,176,184, 
LOS ANGELES,9005152A,1705,780,N, ,VBM PORTION,2125,1314,774, 
LOS ANGELES,9005152A,1705,780,N,3644,TOTAL,2492,1490,958, 
LOS ANGELES,9005155A,1706,621,N, ,POLLING PLACE,380,186,188, 
LOS ANGELES,9005155A,1706,621,N, ,VBM PORTION,2119,1366,724, 
LOS ANGELES,9005155A,1706,621,N,4101,TOTAL,2499,1552,912, 
LOS ANGELES,9005161A,1707,780,N, ,POLLING PLACE,332,146,181, 
LOS ANGELES,9005161A,1707,780,N, ,VBM PORTION,2017,1232,743, 
LOS ANGELES,9005161A,1707,780,N,3544,TOTAL,2349,1378,924, 
LOS ANGELES,9005177A,7825,22,N, ,POLLING PLACE,1,0,1, 
LOS ANGELES,9005177A,7825,22,N, ,VBM PORTION,8,6,2, 
LOS ANGELES,9005177A,7825,22,N,47,TOTAL,9,6,3, 
LOS ANGELES,9005186A,7826,240,N, ,POLLING PLACE,148,60,86, 
LOS ANGELES,9005186A,7826,240,N, ,VBM PORTION,725,400,316, 
LOS ANGELES,9005186A,7826,240,N,1421,TOTAL,873,460,402, 
LOS ANGELES,9005188A,1708,12,N, ,POLLING PLACE,192,87,100, 
LOS ANGELES,9005188A,1708,12,N, ,VBM PORTION,708,427,259, 
LOS ANGELES,9005188A,1708,12,N,2959,TOTAL,900,514,359, 
LOS ANGELES,9005205A,1709,488,N, ,POLLING PLACE,115,82,31, 
LOS ANGELES,9005205A,1709,488,N, ,VBM PORTION,353,236,106, 
LOS ANGELES,9005205A,1709,488,N,1801,TOTAL,468,318,137, 
LOS ANGELES,9005291A,1710,458,N, ,POLLING PLACE,137,73,61, 
LOS ANGELES,9005291A,1710,458,N, ,VBM PORTION,819,571,230, 
LOS ANGELES,9005291A,1710,458,N,1891,TOTAL,956,644,291, 
LOS ANGELES,9005303A,1711,475,N, ,POLLING PLACE,211,116,89, 
LOS ANGELES,9005303A,1711,475,N, ,VBM PORTION,1187,722,442, 
LOS ANGELES,9005303A,1711,475,N,3131,TOTAL,1398,838,531, 
LOS ANGELES,9005315A,1712,475,N, ,POLLING PLACE,298,187,108, 
LOS ANGELES,9005315A,1712,475,N, ,VBM PORTION,1796,1385,388, 
